,Year,Month,Merchant_ID,Product_ID,Country,Sales,Expense_Price,Holidays,Country_cid,Merchant_ID_cid
122,2013,1,c0000101,1,Columbia,8572.1,1893.122,2.0,2,164
123,2013,1,c0000101,2,Columbia,22400.0,1436.726,2.0,2,164
124,2013,1,c0000102,1,Columbia,54004.229999999996,1893.122,2.0,2,165
125,2013,1,c0000102,2,Columbia,14400.0,1436.726,2.0,2,165
126,2013,1,c0000103,1,Columbia,17144.2,1893.122,2.0,2,166
127,2013,1,c0000103,2,Columbia,17600.0,1436.726,2.0,2,166
128,2013,1,c0000104,1,Columbia,12858.15,1893.122,2.0,2,167
129,2013,1,c0000104,2,Columbia,8000.0,1436.726,2.0,2,167
130,2013,1,c0000105,1,Columbia,8572.1,1893.122,2.0,2,168
131,2013,1,c0000105,2,Columbia,1600.0,1436.726,2.0,2,168
132,2013,1,c0000106,1,Columbia,42860.5,1893.122,2.0,2,169
133,2013,1,c0000106,2,Columbia,17600.0,1436.726,2.0,2,169
134,2013,1,c0000107,1,Columbia,29145.14,1893.122,2.0,2,170
135,2013,1,c0000107,2,Columbia,25600.0,1436.726,2.0,2,170
136,2013,1,c0000108,1,Columbia,17144.2,1893.122,2.0,2,171
137,2013,1,c0000108,2,Columbia,3200.0,1436.726,2.0,2,171
138,2013,1,c0000109,1,Columbia,178299.68,1893.122,2.0,2,172
139,2013,1,c0000109,2,Columbia,92800.0,1436.726,2.0,2,172
140,2013,1,c000011,2,Columbia,6400.0,1436.726,2.0,2,173
141,2013,1,c0000110,1,Columbia,69434.01000000001,1893.122,2.0,2,174
142,2013,1,c0000110,2,Columbia,14400.0,1436.726,2.0,2,174
143,2013,1,c0000111,1,Columbia,30002.35,1893.122,2.0,2,175
144,2013,1,c0000111,2,Columbia,8000.0,1436.726,2.0,2,175
145,2013,1,c0000112,1,Columbia,8572.1,1893.122,2.0,2,176
146,2013,1,c0000112,2,Columbia,35200.0,1436.726,2.0,2,176
147,2013,1,c0000113,1,Columbia,34288.4,1893.122,2.0,2,177
148,2013,1,c0000113,2,Columbia,6400.0,1436.726,2.0,2,177
149,2013,1,c0000114,2,Columbia,20800.0,1436.726,2.0,2,178
150,2013,1,c0000115,1,Columbia,4286.05,1893.122,2.0,2,179
151,2013,1,c000012,1,Columbia,4286.05,1893.122,2.0,2,184
152,2013,1,c000012,2,Columbia,3200.0,1436.726,2.0,2,184
153,2013,1,c0000120,1,Columbia,4286.05,1893.122,2.0,2,185
154,2013,1,c0000122,1,Columbia,20573.04,1893.122,2.0,2,187
155,2013,1,c0000122,2,Columbia,1600.0,1436.726,2.0,2,187
156,2013,1,c0000123,1,Columbia,3428.84,1893.122,2.0,2,188
157,2013,1,c0000123,2,Columbia,3200.0,1436.726,2.0,2,188
158,2013,1,c0000124,1,Columbia,8572.1,1893.122,2.0,2,189
159,2013,1,c0000125,1,Columbia,6857.68,1893.122,2.0,2,190
160,2013,1,c0000126,1,Columbia,16286.990000000002,1893.122,2.0,2,191
161,2013,1,c0000126,2,Columbia,4800.0,1436.726,2.0,2,191
162,2013,1,c0000127,1,Columbia,12858.150000000001,1893.122,2.0,2,192
163,2013,1,c0000128,1,Columbia,34288.4,1893.122,2.0,2,193
164,2013,1,c0000128,2,Columbia,4800.0,1436.726,2.0,2,193
165,2013,1,c0000129,1,Columbia,0.0,1893.122,2.0,2,194
166,2013,1,c0000129,2,Columbia,16000.0,1436.726,2.0,2,194
167,2013,1,c000013,1,Columbia,857.21,1893.122,2.0,2,195
168,2013,1,c0000130,1,Columbia,0.0,1893.122,2.0,2,196
169,2013,1,c0000130,2,Columbia,1600.0,1436.726,2.0,2,196
170,2013,1,c0000131,1,Columbia,8572.1,1893.122,2.0,2,197
171,2013,1,c0000133,1,Columbia,1714.42,1893.122,2.0,2,199
172,2013,1,c0000134,1,Columbia,10286.52,1893.122,2.0,2,200
173,2013,1,c0000134,2,Columbia,0.0,1436.726,2.0,2,200
174,2013,1,c0000135,1,Columbia,0.0,1893.122,2.0,2,201
175,2013,1,c0000136,1,Columbia,137153.6,1893.122,2.0,2,202
176,2013,1,c0000136,2,Columbia,9600.0,1436.726,2.0,2,202
177,2013,1,c0000137,1,Columbia,20573.04,1893.122,2.0,2,203
178,2013,1,c0000138,1,Columbia,0.0,1893.122,2.0,2,204
179,2013,1,c0000139,1,Columbia,1714.42,1893.122,2.0,2,205
180,2013,1,c000014,2,Columbia,3200.0,1436.726,2.0,2,206
181,2013,1,c0000141,1,Columbia,17144.2,1893.122,2.0,2,208
182,2013,1,c0000142,1,Columbia,3428.84,1893.122,2.0,2,209
183,2013,1,c0000143,1,Columbia,5143.26,1893.122,2.0,2,210
184,2013,1,c0000145,1,Columbia,5143.26,1893.122,2.0,2,212
185,2013,1,c0000149,1,Columbia,81434.95,1893.122,2.0,2,216
186,2013,1,c000015,1,Columbia,6000.47,1893.122,2.0,2,217
187,2013,1,c000015,2,Columbia,8000.0,1436.726,2.0,2,217
188,2013,1,c0000153,1,Columbia,857.21,1893.122,2.0,2,221
189,2013,1,c0000154,2,Columbia,3200.0,1436.726,2.0,2,222
190,2013,1,c0000156,1,Columbia,1714.42,1893.122,2.0,2,224
191,2013,1,c0000159,1,Columbia,13715.36,1893.122,2.0,2,227
192,2013,1,c000016,1,Columbia,25716.300000000003,1893.122,2.0,2,228
193,2013,1,c000016,2,Columbia,12800.0,1436.726,2.0,2,228
194,2013,1,c0000161,1,Columbia,14572.570000000002,1893.122,2.0,2,230
195,2013,1,c0000162,1,Columbia,857.21,1893.122,2.0,2,231
196,2013,1,c0000164,2,Columbia,3200.0,1436.726,2.0,2,233
197,2013,1,c0000166,1,Columbia,12000.940000000002,1893.122,2.0,2,235
198,2013,1,c0000167,1,Columbia,857.21,1893.122,2.0,2,236
199,2013,1,c0000168,1,Columbia,1904.9,1893.122,2.0,2,237
200,2013,1,c0000169,1,Columbia,857.21,1893.122,2.0,2,238
201,2013,1,c000017,2,Columbia,8000.0,1436.726,2.0,2,239
202,2013,1,c0000170,1,Columbia,6857.68,1893.122,2.0,2,240
203,2013,1,c0000170,2,Columbia,1600.0,1436.726,2.0,2,240
204,2013,1,c0000171,1,Columbia,3428.84,1893.122,2.0,2,241
205,2013,1,c0000172,1,Columbia,3428.84,1893.122,2.0,2,242
206,2013,1,c0000172,2,Columbia,6400.0,1436.726,2.0,2,242
207,2013,1,c0000173,1,Columbia,4286.05,1893.122,2.0,2,243
208,2013,1,c0000175,1,Columbia,4286.05,1893.122,2.0,2,245
209,2013,1,c0000175,2,Columbia,6400.0,1436.726,2.0,2,245
210,2013,1,c0000176,1,Columbia,857.21,1893.122,2.0,2,246
211,2013,1,c0000177,1,Columbia,2571.63,1893.122,2.0,2,247
212,2013,1,c000018,2,Columbia,11200.0,1436.726,2.0,2,250
213,2013,1,c0000181,1,Columbia,15429.78,1893.122,2.0,2,252
214,2013,1,c0000182,1,Columbia,2571.63,1893.122,2.0,2,253
215,2013,1,c0000183,1,Columbia,5143.26,1893.122,2.0,2,254
216,2013,1,c0000184,1,Columbia,3428.84,1893.122,2.0,2,255
217,2013,1,c0000185,1,Columbia,2571.63,1893.122,2.0,2,256
218,2013,1,c0000185,2,Columbia,3200.0,1436.726,2.0,2,256
219,2013,1,c0000186,2,Columbia,1600.0,1436.726,2.0,2,257
220,2013,1,c0000189,1,Columbia,3428.84,1893.122,2.0,2,260
221,2013,1,c0000189,2,Columbia,1600.0,1436.726,2.0,2,260
222,2013,1,c000019,2,Columbia,16000.0,1436.726,2.0,2,261
223,2013,1,c0000190,1,Columbia,4286.05,1893.122,2.0,2,262
224,2013,1,c0000193,2,Columbia,1817.06,1436.726,2.0,2,265
225,2013,1,c0000195,1,Columbia,5143.26,1893.122,2.0,2,267
226,2013,1,c0000195,2,Columbia,8000.0,1436.726,2.0,2,267
227,2013,1,c0000196,1,Columbia,1714.42,1893.122,2.0,2,268
228,2013,1,c0000198,1,Columbia,5143.26,1893.122,2.0,2,270
229,2013,1,c0000199,1,Columbia,3428.84,1893.122,2.0,2,271
230,2013,1,c00002,1,Columbia,21430.25,1893.122,2.0,2,272
231,2013,1,c00002,2,Columbia,35200.0,1436.726,2.0,2,272
232,2013,1,c0000201,1,Columbia,6857.68,1893.122,2.0,2,275
233,2013,1,c0000201,2,Columbia,1600.0,1436.726,2.0,2,275
234,2013,1,c0000202,1,Columbia,0.0,1893.122,2.0,2,276
235,2013,1,c0000203,1,Columbia,5143.26,1893.122,2.0,2,277
236,2013,1,c0000203,2,Columbia,3200.0,1436.726,2.0,2,277
237,2013,1,c0000204,1,Columbia,1904.9,1893.122,2.0,2,278
238,2013,1,c0000206,2,Columbia,1600.0,1436.726,2.0,2,280
239,2013,1,c0000207,2,Columbia,6400.0,1436.726,2.0,2,281
240,2013,1,c0000208,1,Columbia,857.21,1893.122,2.0,2,282
241,2013,1,c0000209,1,Columbia,3428.84,1893.122,2.0,2,283
242,2013,1,c000021,1,Columbia,1714.42,1893.122,2.0,2,284
243,2013,1,c0000210,1,Columbia,9429.31,1893.122,2.0,2,285
244,2013,1,c0000210,2,Columbia,11200.0,1436.726,2.0,2,285
245,2013,1,c0000212,1,Columbia,1714.42,1893.122,2.0,2,287
246,2013,1,c0000213,1,Columbia,7714.89,1893.122,2.0,2,288
247,2013,1,c0000215,1,Columbia,42860.5,1893.122,2.0,2,290
248,2013,1,c0000215,2,Columbia,1600.0,1436.726,2.0,2,290
249,2013,1,c0000217,1,Columbia,3428.84,1893.122,2.0,2,292
250,2013,1,c0000218,1,Columbia,5143.26,1893.122,2.0,2,293
251,2013,1,c0000219,1,Columbia,952.45,1893.122,2.0,2,294
252,2013,1,c000022,2,Columbia,6400.0,1436.726,2.0,2,295
253,2013,1,c0000221,1,Columbia,4762.25,1893.122,2.0,2,297
254,2013,1,c0000226,1,Columbia,3428.84,1893.122,2.0,2,302
255,2013,1,c0000226,2,Columbia,8000.0,1436.726,2.0,2,302
256,2013,1,c0000228,1,Columbia,81434.95,1893.122,2.0,2,304
257,2013,1,c000023,1,Columbia,28287.93,1893.122,2.0,2,306
258,2013,1,c000023,2,Columbia,6400.0,1436.726,2.0,2,306
259,2013,1,c0000230,1,Columbia,1714.42,1893.122,2.0,2,307
260,2013,1,c0000232,1,Columbia,2571.63,1893.122,2.0,2,309
261,2013,1,c0000234,1,Columbia,857.21,1893.122,2.0,2,311
262,2013,1,c0000235,2,Columbia,1600.0,1436.726,2.0,2,312
263,2013,1,c0000238,1,Columbia,2857.3500000000004,1893.122,2.0,2,315
264,2013,1,c000024,1,Columbia,12858.15,1893.122,2.0,2,317
265,2013,1,c0000244,1,Columbia,952.45,1893.122,2.0,2,322
266,2013,1,c0000245,1,Columbia,0.0,1893.122,2.0,2,323
267,2013,1,c0000247,1,Columbia,4762.25,1893.122,2.0,2,325
268,2013,1,c000025,2,Columbia,1600.0,1436.726,2.0,2,328
269,2013,1,c0000252,1,Columbia,1904.9,1893.122,2.0,2,330
270,2013,1,c0000254,1,Columbia,952.45,1893.122,2.0,2,332
271,2013,1,c0000255,1,Columbia,11429.4,1893.122,2.0,2,333
272,2013,1,c0000257,1,Columbia,18096.55,1893.122,2.0,2,335
273,2013,1,c0000260,1,Columbia,1904.9,1893.122,2.0,2,339
274,2013,1,c0000264,1,Columbia,952.45,1893.122,2.0,2,342
275,2013,1,c0000265,1,Columbia,34288.4,1893.122,2.0,2,343
276,2013,1,c0000268,2,Columbia,1600.0,1436.726,2.0,2,346
277,2013,1,c0000269,1,Columbia,8572.1,1893.122,2.0,2,347
278,2013,1,c000027,1,Columbia,8572.1,1893.122,2.0,2,348
279,2013,1,c0000270,2,Columbia,44800.0,1436.726,2.0,2,349
280,2013,1,c0000271,1,Columbia,1714.42,1893.122,2.0,2,350
281,2013,1,c0000272,1,Columbia,857.21,1893.122,2.0,2,351
282,2013,1,c0000278,1,Columbia,10286.52,1893.122,2.0,2,357
283,2013,1,c000028,1,Columbia,0.0,1893.122,2.0,2,359
284,2013,1,c0000280,1,Columbia,0.0,1893.122,2.0,2,360
285,2013,1,c0000281,1,Columbia,51432.600000000006,1893.122,2.0,2,361
286,2013,1,c0000281,2,Columbia,11200.0,1436.726,2.0,2,361
287,2013,1,c0000282,1,Columbia,3428.84,1893.122,2.0,2,362
288,2013,1,c0000285,2,Columbia,1600.0,1436.726,2.0,2,365
289,2013,1,c0000287,2,Columbia,3200.0,1436.726,2.0,2,367
290,2013,1,c0000288,1,Columbia,8572.1,1893.122,2.0,2,368
291,2013,1,c0000288,2,Columbia,4800.0,1436.726,2.0,2,368
292,2013,1,c0000289,1,Columbia,8572.1,1893.122,2.0,2,369
293,2013,1,c0000289,2,Columbia,8000.0,1436.726,2.0,2,369
294,2013,1,c000029,2,Columbia,3200.0,1436.726,2.0,2,370
295,2013,1,c0000290,1,Columbia,17144.2,1893.122,2.0,2,371
296,2013,1,c0000291,1,Columbia,857.21,1893.122,2.0,2,372
297,2013,1,c0000292,1,Columbia,12858.15,1893.122,2.0,2,373
298,2013,1,c0000292,2,Columbia,12800.0,1436.726,2.0,2,373
299,2013,1,c0000293,1,Columbia,6857.68,1893.122,2.0,2,374
300,2013,1,c0000294,1,Columbia,3428.84,1893.122,2.0,2,375
301,2013,1,c0000295,1,Columbia,60004.7,1893.122,2.0,2,376
302,2013,1,c0000295,2,Columbia,38400.0,1436.726,2.0,2,376
303,2013,1,c0000296,1,Columbia,2571.63,1893.122,2.0,2,377
304,2013,1,c0000297,1,Columbia,7714.89,1893.122,2.0,2,378
305,2013,1,c0000298,1,Columbia,89149.84,1893.122,2.0,2,379
306,2013,1,c0000298,2,Columbia,0.0,1436.726,2.0,2,379
307,2013,1,c0000299,1,Columbia,0.0,1893.122,2.0,2,380
308,2013,1,c0000299,2,Columbia,0.0,1436.726,2.0,2,380
309,2013,1,c000030,1,Columbia,12858.15,1893.122,2.0,2,382
310,2013,1,c000030,2,Columbia,92800.0,1436.726,2.0,2,382
311,2013,1,c0000300,2,Columbia,28800.0,1436.726,2.0,2,383
312,2013,1,c0000301,1,Columbia,12858.150000000001,1893.122,2.0,2,384
313,2013,1,c0000301,2,Columbia,33600.0,1436.726,2.0,2,384
314,2013,1,c0000303,1,Columbia,51432.600000000006,1893.122,2.0,2,386
315,2013,1,c0000303,2,Columbia,40000.0,1436.726,2.0,2,386
316,2013,1,c0000304,1,Columbia,8572.1,1893.122,2.0,2,387
317,2013,1,c0000304,2,Columbia,4800.0,1436.726,2.0,2,387
318,2013,1,c0000305,1,Columbia,15429.78,1893.122,2.0,2,388
319,2013,1,c0000305,2,Columbia,6400.0,1436.726,2.0,2,388
320,2013,1,c0000306,1,Columbia,0.0,1893.122,2.0,2,389
321,2013,1,c0000306,2,Columbia,0.0,1436.726,2.0,2,389
322,2013,1,c0000307,2,Columbia,3200.0,1436.726,2.0,2,390
323,2013,1,c0000308,2,Columbia,3200.0,1436.726,2.0,2,391
324,2013,1,c0000309,1,Columbia,6000.47,1893.122,2.0,2,392
325,2013,1,c000031,1,Columbia,17144.2,1893.122,2.0,2,393
326,2013,1,c000031,2,Columbia,16000.0,1436.726,2.0,2,393
327,2013,1,c0000313,1,Columbia,8572.1,1893.122,2.0,2,397
328,2013,1,c0000315,1,Columbia,16286.990000000002,1893.122,2.0,2,399
329,2013,1,c0000315,2,Columbia,8000.0,1436.726,2.0,2,399
330,2013,1,c0000319,2,Columbia,14400.0,1436.726,2.0,2,403
331,2013,1,c000032,1,Columbia,12858.15,1893.122,2.0,2,404
332,2013,1,c000032,2,Columbia,16000.0,1436.726,2.0,2,404
333,2013,1,c0000320,1,Columbia,15429.779999999999,1893.122,2.0,2,405
334,2013,1,c0000320,2,Columbia,9600.0,1436.726,2.0,2,405
335,2013,1,c0000321,1,Columbia,68576.8,1893.122,2.0,2,406
336,2013,1,c0000321,2,Columbia,73600.0,1436.726,2.0,2,406
337,2013,1,c0000322,1,Columbia,8572.1,1893.122,2.0,2,407
338,2013,1,c0000322,2,Columbia,80000.0,1436.726,2.0,2,407
339,2013,1,c0000323,1,Columbia,128581.5,1893.122,2.0,2,408
340,2013,1,c0000323,2,Columbia,24000.0,1436.726,2.0,2,408
341,2013,1,c0000324,1,Columbia,171442.0,1893.122,2.0,2,409
342,2013,1,c0000324,2,Columbia,192000.0,1436.726,2.0,2,409
343,2013,1,c0000325,1,Columbia,38574.45,1893.122,2.0,2,410
344,2013,1,c0000325,2,Columbia,24000.0,1436.726,2.0,2,410
345,2013,1,c0000326,1,Columbia,34288.4,1893.122,2.0,2,411
346,2013,1,c0000326,2,Columbia,19200.0,1436.726,2.0,2,411
347,2013,1,c0000327,2,Columbia,24000.0,1436.726,2.0,2,412
348,2013,1,c0000328,1,Columbia,5143.26,1893.122,2.0,2,413
349,2013,1,c0000329,1,Columbia,3428.84,1893.122,2.0,2,414
350,2013,1,c0000329,2,Columbia,8000.0,1436.726,2.0,2,414
351,2013,1,c000033,1,Columbia,4286.05,1893.122,2.0,2,415
352,2013,1,c0000330,1,Columbia,72862.85,1893.122,2.0,2,416
353,2013,1,c0000330,2,Columbia,0.0,1436.726,2.0,2,416
354,2013,1,c0000332,2,Columbia,3200.0,1436.726,2.0,2,418
355,2013,1,c0000333,1,Columbia,8572.1,1893.122,2.0,2,419
356,2013,1,c0000333,2,Columbia,19200.0,1436.726,2.0,2,419
357,2013,1,c0000335,2,Columbia,4800.0,1436.726,2.0,2,421
358,2013,1,c0000336,1,Columbia,3428.84,1893.122,2.0,2,422
359,2013,1,c0000336,2,Columbia,3200.0,1436.726,2.0,2,422
360,2013,1,c0000337,1,Columbia,857.21,1893.122,2.0,2,423
361,2013,1,c0000339,1,Columbia,2571.63,1893.122,2.0,2,425
362,2013,1,c000034,1,Columbia,34288.4,1893.122,2.0,2,426
363,2013,1,c000034,2,Columbia,6400.0,1436.726,2.0,2,426
364,2013,1,c0000340,1,Columbia,6857.68,1893.122,2.0,2,427
365,2013,1,c0000344,1,Columbia,17144.2,1893.122,2.0,2,431
366,2013,1,c0000345,1,Columbia,25716.3,1893.122,2.0,2,432
367,2013,1,c0000345,2,Columbia,28800.0,1436.726,2.0,2,432
368,2013,1,c0000346,1,Columbia,13715.36,1893.122,2.0,2,433
369,2013,1,c0000346,2,Columbia,9600.0,1436.726,2.0,2,433
370,2013,1,c0000347,1,Columbia,36002.82,1893.122,2.0,2,434
